Date,Stock Code,Board,Previous Price,Last Price,Open Price,High Price,Low Price,Volume,Value
2025-02-25,AADI,RG,7600.00,7325.00,7600.00,7650.00,7275.00,16281900,120314887500
2025-02-25,AALI,RG,5900.00,5750.00,6000.00,6000.00,5700.00,484900,2806387500
2025-02-25,ABBA,RG,21.00,20.00,20.00,21.00,20.00,850900,17081400
2025-02-25,ABDA,RG,3800.00,3800.00,0.00,0.00,0.00,0,0
2025-02-25,ABMM,RG,3300.00,3200.00,3300.00,3310.00,3180.00,1838400,5917325000
2025-02-25,ACES,RG,740.00,700.00,745.00,750.00,690.00,40993800,28919394000
2025-02-25,ACRO,RG,69.00,68.00,69.00,70.00,66.00,8389000,569010300
2025-02-25,ACST,RG,83.00,82.00,83.00,84.00,82.00,1116900,91904000
2025-02-25,ADCP,RG,50.00,50.00,50.00,50.00,50.00,408000,20400000
2025-02-25,ADES,RG,9525.00,9375.00,9525.00,9525.00,9200.00,110800,1025820000
2025-02-25,ADHI,RG,196.00,189.00,196.00,199.00,187.00,6436500,1222432100
2025-02-25,ADMF,RG,9225.00,9075.00,9225.00,9225.00,9000.00,132300,1198730000
2025-02-25,ADMG,RG,106.00,106.00,106.00,106.00,102.00,14600,1505700
2025-02-25,ADMR,RG,815.00,795.00,820.00,825.00,785.00,21141200,16981812500
2025-02-25,ADRO,RG,2190.00,2100.00,2180.00,2190.00,2080.00,42874400,91156343000
2025-02-25,AGAR,RG,252.00,248.00,252.00,252.00,246.00,34400,8501000
2025-02-25,AGII,RG,1320.00,1305.00,1320.00,1320.00,1300.00,4100,5341000
2025-02-25,AGRO,RG,199.00,193.00,200.00,200.00,190.00,7351800,1429253200
2025-02-25,AGRS,RG,65.00,65.00,66.00,66.00,64.00,1665500,107502500
2025-02-25,AHAP,RG,79.00,78.00,80.00,81.00,78.00,3915900,308470600
2025-02-25,AIMS,RG,362.00,338.00,358.00,376.00,320.00,5152400,1817505800
2025-02-25,AISA,RG,101.00,99.00,100.00,101.00,99.00,636400,63491800
2025-02-25,AKKU,RG,13.00,13.00,13.00,13.00,13.00,105100,1366300
2025-02-25,AKPI,RG,615.00,605.00,605.00,630.00,590.00,41800,25487000
2025-02-25,AKRA,RG,1215.00,1200.00,1220.00,1225.00,1195.00,6982800,8387026500
2025-02-25,AKSI,RG,181.00,178.00,181.00,182.00,173.00,173600,30893000
2025-02-25,ALDO,RG,480.00,484.00,480.00,500.00,480.00,122000,59405200
2025-02-25,ALKA,RG,318.00,302.00,318.00,320.00,300.00,13600,4194600
2025-02-25,ALMI,RG,74.00,74.00,0.00,0.00,0.00,0,0
2025-02-25,ALTO,RG,17.00,16.00,17.00,17.00,16.00,606400,9706600
2025-02-25,AMAG,RG,330.00,332.00,332.00,338.00,324.00,27700,9234800
2025-02-25,AMAN,RG,100.00,99.00,100.00,100.00,97.00,1413600,140458100
2025-02-25,AMAR,RG,163.00,162.00,162.00,164.00,160.00,19600,3150600
2025-02-25,AMFG,RG,3970.00,3960.00,3970.00,4000.00,3900.00,19700,77223000
2025-02-25,AMIN,RG,137.00,132.00,135.00,137.00,132.00,11000,1472000
2025-02-25,AMMN,RG,6900.00,6575.00,6925.00,7050.00,6575.00,12744000,87245945000
2025-02-25,AMMS,RG,41.00,39.00,41.00,42.00,39.00,218700,8859300
2025-02-25,AMOR,RG,545.00,540.00,545.00,560.00,530.00,14700,7984500
2025-02-25,AMRT,RG,2520.00,2410.00,2520.00,2520.00,2400.00,66277000,161097207000
2025-02-25,ANDI,RG,7.00,8.00,7.00,8.00,7.00,4296200,30150900
2025-02-25,ANJT,RG,900.00,950.00,905.00,1025.00,905.00,10441100,10028691000
2025-02-25,ANTM,RG,1640.00,1635.00,1650.00,1665.00,1600.00,60916100,99438013500
2025-02-25,APEX,RG,115.00,113.00,116.00,117.00,113.00,3375300,385452400
2025-02-25,APIC,RG,1185.00,1235.00,1185.00,1235.00,1180.00,6311000,7626980500
2025-02-25,APII,RG,171.00,171.00,171.00,171.00,171.00,41700,7130700
2025-02-25,APLI,RG,510.00,500.00,486.00,500.00,486.00,200,98600
2025-02-25,APLN,RG,94.00,88.00,94.00,94.00,88.00,22264600,2022035400
2025-02-25,ARCI,RG,270.00,268.00,272.00,274.00,262.00,3714300,997147600
2025-02-25,AREA,RG,296.00,366.00,310.00,368.00,306.00,44699400,15349566400
2025-02-25,ARGO,RG,790.00,765.00,800.00,800.00,670.00,14100,10271000
2025-02-25,ARII,RG,240.00,234.00,232.00,236.00,228.00,17400,4036200
2025-02-25,ARKA,RG,18.00,18.00,18.00,18.00,18.00,332400,5983200
2025-02-25,ARKO,RG,940.00,940.00,945.00,960.00,920.00,503900,471060500
2025-02-25,ARMY,RG,50.00,50.00,0.00,0.00,0.00,0,0
2025-02-25,ARNA,RG,650.00,645.00,655.00,655.00,630.00,684700,435565500
2025-02-25,ARTA,RG,2260.00,2190.00,2190.00,2190.00,2100.00,93100,202959000
2025-02-25,ARTI,RG,2.00,2.00,0.00,0.00,0.00,0,0
2025-02-25,ARTO,RG,1955.00,1930.00,2000.00,2000.00,1880.00,2119200,4079255500
2025-02-25,ASBI,RG,434.00,422.00,434.00,470.00,420.00,7800,3333200
2025-02-25,ASDM,RG,480.00,472.00,480.00,480.00,468.00,3000,1409000
2025-02-25,ASGR,RG,845.00,835.00,845.00,855.00,830.00,1096900,920505500
2025-02-25,ASHA,RG,11.00,11.00,11.00,12.00,11.00,3566200,39302200
2025-02-25,ASII,RG,4700.00,4560.00,4710.00,4750.00,4550.00,42728600,196084747000
2025-02-25,ASJT,RG,113.00,109.00,112.00,112.00,109.00,1810900,197457900
2025-02-25,ASLC,RG,78.00,75.00,77.00,80.00,74.00,13267700,1019552800
2025-02-25,ASLI,RG,50.00,50.00,50.00,50.00,50.00,43597300,2179865000
2025-02-25,ASMI,RG,12.00,11.00,12.00,12.00,11.00,536900,5913800
2025-02-25,ASPI,RG,114.00,114.00,115.00,115.00,109.00,876700,97248500
2025-02-25,ASRI,RG,131.00,127.00,132.00,133.00,125.00,57167000,7310611600
2025-02-25,ASRM,RG,322.00,322.00,322.00,324.00,318.00,6700,2154600
2025-02-25,ASSA,RG,620.00,595.00,620.00,625.00,590.00,1697300,1017009500
2025-02-25,ATAP,RG,43.00,39.00,39.00,39.00,39.00,372400,14523600
2025-02-25,ATIC,RG,670.00,635.00,710.00,825.00,625.00,5390800,3885069000
2025-02-25,ATLA,RG,50.00,50.00,50.00,50.00,50.00,49300,2465000
2025-02-25,AUTO,RG,2020.00,2010.00,2050.00,2090.00,2000.00,4980900,10153935000
2025-02-25,AVIA,RG,364.00,342.00,364.00,364.00,342.00,33077000,11597978000
2025-02-25,AWAN,RG,308.00,280.00,310.00,310.00,266.00,45531500,13045357800
2025-02-25,AXIO,RG,123.00,118.00,123.00,125.00,116.00,2887700,346229600
2025-02-25,AYLS,RG,87.00,85.00,87.00,88.00,84.00,3031100,258794200
2025-02-25,BABP,RG,50.00,50.00,50.00,51.00,50.00,24264300,1213433500
2025-02-25,BABY,RG,350.00,348.00,350.00,352.00,344.00,11006800,3843773200
2025-02-25,BACA,RG,130.00,130.00,130.00,131.00,130.00,3412200,443664600
2025-02-25,BAIK,RG,64.00,66.00,65.00,66.00,64.00,2115100,138964300
2025-02-25,BAJA,RG,90.00,92.00,91.00,94.00,90.00,452300,41842800
2025-02-25,BALI,RG,1505.00,1420.00,1485.00,1485.00,1420.00,39300,57529000
2025-02-25,BANK,RG,805.00,820.00,815.00,820.00,800.00,4421400,3585894000
2025-02-25,BAPA,RG,53.00,53.00,53.00,53.00,52.00,1202900,62644100
2025-02-25,BAPI,RG,9.00,9.00,9.00,9.00,9.00,15703200,141328800
2025-02-25,BATA,RG,52.00,52.00,52.00,52.00,50.00,238500,12176700
2025-02-25,BATR,RG,63.00,64.00,64.00,66.00,62.00,993900,62358500
2025-02-25,BAUT,RG,16.00,15.00,15.00,15.00,15.00,2244600,33669000
2025-02-25,BAYU,RG,1285.00,1240.00,1285.00,1285.00,1240.00,89300,112138500
2025-02-25,BBCA,RG,8925.00,8825.00,8900.00,9000.00,8825.00,101592700,903429712500
