Date,Stock Code,Board,Previous Price,Last Price,Open Price,High Price,Low Price,Volume,Value
2023-10-24,AALI,RG,7050.00,7100.00,7050.00,7100.00,7000.00,227700,1610785000
2023-10-24,ABBA,RG,81.00,78.00,75.00,83.00,74.00,141423500,11076285300
2023-10-24,ABDA,RG,6000.00,6000.00,0.00,0.00,0.00,0,0
2023-10-24,ABMM,RG,3930.00,3950.00,3930.00,4000.00,3890.00,834000,3304153000
2023-10-24,ACES,RG,825.00,855.00,825.00,865.00,815.00,128365100,109088092500
2023-10-24,ACST,RG,172.00,174.00,173.00,182.00,173.00,24391200,4314490600
2023-10-24,ADCP,RG,57.00,57.00,58.00,58.00,57.00,2963300,170299900
2023-10-24,ADES,RG,10375.00,10375.00,10475.00,10500.00,10325.00,12400,128885000
2023-10-24,ADHI,RG,446.00,450.00,448.00,456.00,444.00,7776800,3501908200
2023-10-24,ADMF,RG,10475.00,10425.00,10375.00,10500.00,10350.00,132400,1377822500
2023-10-24,ADMG,RG,146.00,148.00,149.00,149.00,145.00,105200,15516600
2023-10-24,ADMR,RG,1165.00,1200.00,1165.00,1205.00,1165.00,31212700,37154589500
2023-10-24,ADRO,RG,2660.00,2660.00,2640.00,2690.00,2630.00,39300700,104457965000
2023-10-24,AGAR,RG,135.00,135.00,0.00,0.00,0.00,0,0
2023-10-24,AGII,RG,1680.00,1655.00,1680.00,1680.00,1650.00,113500,188295500
2023-10-24,AGRO,RG,246.00,260.00,248.00,266.00,248.00,15353600,3979187600
2023-10-24,AGRS,RG,82.00,85.00,82.00,88.00,82.00,28131600,2415903300
2023-10-24,AHAP,RG,111.00,105.00,110.00,113.00,100.00,14993700,1582331000
2023-10-24,AIMS,RG,300.00,322.00,320.00,330.00,320.00,913300,298036000
2023-10-24,AISA,RG,108.00,114.00,108.00,118.00,108.00,22670100,2601168900
2023-10-24,AKKU,RG,50.00,50.00,0.00,0.00,0.00,0,0
2023-10-24,AKPI,RG,710.00,720.00,730.00,740.00,710.00,4900,3530500
2023-10-24,AKRA,RG,1450.00,1460.00,1450.00,1475.00,1400.00,34390900,49915828500
2023-10-24,AKSI,RG,166.00,163.00,166.00,167.00,161.00,149800,24646100
2023-10-24,ALDO,RG,745.00,760.00,750.00,760.00,750.00,300200,226600000
2023-10-24,ALKA,RG,560.00,565.00,560.00,565.00,535.00,23500,12757000
2023-10-24,ALMI,RG,212.00,210.00,208.00,218.00,206.00,112700,24045000
2023-10-24,ALTO,RG,50.00,50.00,50.00,50.00,50.00,1600,80000
2023-10-24,AMAG,RG,330.00,332.00,326.00,334.00,326.00,10100,3342800
2023-10-24,AMAN,RG,122.00,123.00,122.00,126.00,122.00,1679300,207412300
2023-10-24,AMAR,RG,322.00,320.00,320.00,324.00,318.00,385100,123615200
2023-10-24,AMFG,RG,5525.00,5575.00,5500.00,5575.00,5475.00,46800,257182500
2023-10-24,AMIN,RG,134.00,140.00,135.00,140.00,134.00,2442900,328866700
2023-10-24,AMMN,RG,6575.00,6425.00,6575.00,6600.00,6400.00,42092900,273831127500
2023-10-24,AMMS,RG,40.00,38.00,40.00,40.00,38.00,865800,33152000
2023-10-24,AMOR,RG,955.00,950.00,955.00,955.00,950.00,200,190500
2023-10-24,AMRT,RG,2760.00,2820.00,2760.00,2830.00,2760.00,9692600,27206686000
2023-10-24,ANDI,RG,50.00,50.00,50.00,50.00,50.00,801000,40050000
2023-10-24,ANJT,RG,715.00,720.00,715.00,720.00,710.00,1103400,786832000
2023-10-24,ANTM,RG,1750.00,1765.00,1745.00,1780.00,1735.00,18292500,32255678000
2023-10-24,APEX,RG,224.00,228.00,224.00,234.00,214.00,10191000,2302022000
2023-10-24,APIC,RG,1065.00,1075.00,1065.00,1085.00,1065.00,3157500,3400441500
2023-10-24,APII,RG,187.00,188.00,187.00,192.00,187.00,128500,24152900
2023-10-24,APLI,RG,454.00,442.00,454.00,454.00,440.00,14400,6366800
2023-10-24,APLN,RG,149.00,153.00,149.00,155.00,149.00,18996000,2900214200
2023-10-24,ARCI,RG,390.00,398.00,392.00,416.00,390.00,21437200,8671853400
2023-10-24,ARGO,RG,720.00,730.00,720.00,730.00,720.00,13400,9779000
2023-10-24,ARII,RG,300.00,292.00,298.00,302.00,292.00,83300,24570600
2023-10-24,ARKA,RG,50.00,50.00,50.00,50.00,50.00,4800,240000
2023-10-24,ARKO,RG,705.00,705.00,705.00,710.00,705.00,830600,587224000
2023-10-24,ARMY,RG,50.00,50.00,0.00,0.00,0.00,0,0
2023-10-24,ARNA,RG,675.00,660.00,675.00,675.00,650.00,8331000,5494161000
2023-10-24,ARTA,RG,1905.00,1900.00,1900.00,1900.00,1900.00,100,190000
2023-10-24,ARTI,RG,50.00,50.00,0.00,0.00,0.00,0,0
2023-10-24,ARTO,RG,1695.00,1720.00,1710.00,1760.00,1695.00,6872500,11866501000
2023-10-24,ASBI,RG,590.00,635.00,590.00,635.00,550.00,105500,65062000
2023-10-24,ASDM,RG,960.00,1020.00,995.00,1060.00,970.00,54100,55323500
2023-10-24,ASGR,RG,880.00,885.00,880.00,895.00,875.00,790200,699182000
2023-10-24,ASHA,RG,50.00,50.00,50.00,50.00,50.00,74700,3735000
2023-10-24,ASII,RG,5600.00,5800.00,5600.00,5850.00,5600.00,57283100,330844932500
2023-10-24,ASJT,RG,124.00,124.00,123.00,125.00,123.00,76100,9442300
2023-10-24,ASLC,RG,91.00,92.00,92.00,94.00,90.00,9215300,844293100
2023-10-24,ASMI,RG,57.00,56.00,56.00,63.00,53.00,5764200,332315300
2023-10-24,ASPI,RG,258.00,260.00,258.00,262.00,256.00,629600,162794200
2023-10-24,ASRI,RG,161.00,164.00,161.00,168.00,160.00,10852600,1793835500
2023-10-24,ASRM,RG,1650.00,1650.00,0.00,0.00,0.00,0,0
2023-10-24,ASSA,RG,815.00,825.00,805.00,830.00,805.00,1488300,1220904500
2023-10-24,ATAP,RG,59.00,59.00,59.00,64.00,59.00,3006500,184366000
2023-10-24,ATIC,RG,344.00,348.00,344.00,348.00,344.00,29400,10217600
2023-10-24,AUTO,RG,2560.00,2620.00,2560.00,2650.00,2500.00,3682800,9623717000
2023-10-24,AVIA,RG,500.00,510.00,505.00,515.00,500.00,38981200,19822967500
2023-10-24,AWAN,RG,270.00,266.00,272.00,272.00,240.00,12534300,3292935400
2023-10-24,AXIO,RG,176.00,199.00,175.00,218.00,171.00,12602900,2474986800
2023-10-24,AYLS,RG,63.00,64.00,63.00,64.00,63.00,912900,57653800
2023-10-24,BABP,RG,67.00,66.00,68.00,68.00,64.00,30435500,1998705800
2023-10-24,BABY,RG,210.00,182.00,190.00,222.00,177.00,35238900,6803910300
2023-10-24,BACA,RG,130.00,131.00,130.00,132.00,130.00,10238900,1339848200
2023-10-24,BAJA,RG,141.00,141.00,144.00,144.00,141.00,1555500,220734800
2023-10-24,BALI,RG,850.00,830.00,845.00,850.00,820.00,14900,12335500
2023-10-24,BANK,RG,1045.00,1050.00,1050.00,1075.00,1035.00,13839900,14488237500
2023-10-24,BAPA,RG,68.00,68.00,68.00,75.00,67.00,11233900,793602700
2023-10-24,BAPI,RG,50.00,50.00,0.00,0.00,0.00,0,0
2023-10-24,BATA,RG,191.00,190.00,190.00,190.00,190.00,20000,3800000
2023-10-24,BAUT,RG,50.00,50.00,50.00,50.00,50.00,900,45000
2023-10-24,BAYU,RG,1520.00,1520.00,1520.00,1525.00,1510.00,159800,242392000
2023-10-24,BBCA,RG,8850.00,8775.00,8775.00,8875.00,8775.00,76963200,677799955000
2023-10-24,BBHI,RG,1195.00,1215.00,1195.00,1225.00,1195.00,357400,434541500
2023-10-24,BBKP,RG,76.00,81.00,76.00,82.00,75.00,105464600,8434659600
2023-10-24,BBLD,RG,705.00,720.00,705.00,745.00,705.00,25800,18505500
2023-10-24,BBMD,RG,1920.00,1920.00,0.00,0.00,0.00,0,0
2023-10-24,BBNI,RG,4990.00,5000.00,5000.00,5075.00,4970.00,43655100,219080140000
2023-10-24,BBRI,RG,5000.00,5100.00,5000.00,5100.00,4950.00,104021500,526937196500
2023-10-24,BBRM,RG,69.00,72.00,70.00,75.00,69.00,1877300,134950800
2023-10-24,BBSI,RG,3620.00,3700.00,3650.00,3700.00,3600.00,5200,19022000
2023-10-24,BBSS,RG,108.00,100.00,107.00,112.00,96.00,1277500,129063000
2023-10-24,BBTN,RG,1190.00,1225.00,1190.00,1235.00,1180.00,9378600,11368208000
2023-10-24,BBYB,RG,236.00,246.00,236.00,258.00,234.00,26326200,6469459200
2023-10-24,BCAP,RG,51.00,51.00,51.00,51.00,50.00,16792500,843540200
2023-10-24,BCIC,RG,119.00,122.00,119.00,131.00,117.00,1193000,146971600
2023-10-24,BCIP,RG,62.00,62.00,61.00,63.00,60.00,1546300,95343700
2023-10-24,BDKR,RG,570.00,570.00,570.00,575.00,560.00,3415200,1944525500
