Date,Stock Code,Board,Previous Price,Last Price,Open Price,High Price,Low Price,Volume,Value
2022-11-22,AALI,RG,8275.00,8300.00,8300.00,8375.00,8275.00,793600,6604150000
2022-11-22,ABBA,RG,191.00,190.00,192.00,196.00,190.00,9877200,1898647400
2022-11-22,ABDA,RG,6700.00,6700.00,0.00,0.00,0.00,0,0
2022-11-22,ABMM,RG,3350.00,3460.00,3360.00,3500.00,3350.00,4466100,15376083000
2022-11-22,ACES,RG,555.00,540.00,555.00,565.00,535.00,59426200,32393689500
2022-11-22,ACST,RG,181.00,179.00,181.00,181.00,179.00,1517200,273477200
2022-11-22,ADCP,RG,74.00,73.00,74.00,74.00,73.00,3736100,273317900
2022-11-22,ADES,RG,7650.00,7675.00,7575.00,7750.00,7400.00,48500,368820000
2022-11-22,ADHI,RG,535.00,535.00,540.00,545.00,530.00,14920600,8000406000
2022-11-22,ADMF,RG,9125.00,9125.00,9125.00,9300.00,9075.00,77200,704927500
2022-11-22,ADMG,RG,156.00,156.00,156.00,157.00,155.00,365300,57113200
2022-11-22,ADMR,RG,1790.00,1780.00,1795.00,1815.00,1780.00,40264700,72305598000
2022-11-22,ADRO,RG,3690.00,3700.00,3720.00,3750.00,3650.00,59965000,222604795000
2022-11-22,AGAR,RG,284.00,290.00,284.00,290.00,284.00,500,143000
2022-11-22,AGII,RG,2100.00,2110.00,2130.00,2170.00,2110.00,5458400,11669363000
2022-11-22,AGRO,RG,525.00,515.00,525.00,535.00,510.00,22833700,11821953500
2022-11-22,AGRS,RG,104.00,101.00,105.00,105.00,101.00,18975700,1940483100
2022-11-22,AHAP,RG,82.00,82.00,82.00,85.00,81.00,10302900,855178000
2022-11-22,AIMS,RG,224.00,226.00,222.00,226.00,222.00,6100,1364200
2022-11-22,AISA,RG,175.00,173.00,175.00,178.00,173.00,5160800,903550500
2022-11-22,AKKU,RG,50.00,50.00,50.00,50.00,50.00,1673900,83695000
2022-11-22,AKPI,RG,1385.00,1385.00,1375.00,1400.00,1350.00,58200,80643500
2022-11-22,AKRA,RG,1400.00,1390.00,1400.00,1420.00,1365.00,45258400,62929292500
2022-11-22,AKSI,RG,304.00,304.00,304.00,304.00,294.00,34800,10529000
2022-11-22,ALDO,RG,860.00,925.00,860.00,940.00,860.00,1856200,1677326500
2022-11-22,ALKA,RG,270.00,272.00,270.00,274.00,270.00,12900,3499400
2022-11-22,ALMI,RG,282.00,284.00,282.00,288.00,280.00,18800,5323800
2022-11-22,ALTO,RG,142.00,142.00,142.00,150.00,139.00,232900,33344800
2022-11-22,AMAG,RG,362.00,364.00,364.00,364.00,362.00,30300,11024400
2022-11-22,AMAN,RG,700.00,700.00,700.00,705.00,700.00,170000,119350000
2022-11-22,AMAR,RG,366.00,358.00,362.00,368.00,348.00,69514300,24945778000
2022-11-22,AMFG,RG,5800.00,5800.00,5800.00,5850.00,5750.00,56300,325430000
2022-11-22,AMIN,RG,145.00,135.00,142.00,154.00,135.00,4706400,699084300
2022-11-22,AMMS,RG,53.00,51.00,53.00,53.00,50.00,7603800,388407500
2022-11-22,AMOR,RG,1205.00,1225.00,1215.00,1235.00,1215.00,9400,11488000
2022-11-22,AMRT,RG,2760.00,2750.00,2790.00,2820.00,2750.00,15914500,44267161000
2022-11-22,ANDI,RG,50.00,50.00,50.00,50.00,50.00,1300,65000
2022-11-22,ANJT,RG,720.00,725.00,720.00,725.00,715.00,1145800,824926500
2022-11-22,ANTM,RG,1960.00,1935.00,1960.00,1970.00,1930.00,56464900,109784089500
2022-11-22,APEX,RG,330.00,328.00,330.00,332.00,324.00,331100,108104600
2022-11-22,APIC,RG,1100.00,1105.00,1100.00,1110.00,1095.00,3078200,3389653500
2022-11-22,APII,RG,204.00,212.00,204.00,216.00,204.00,1893600,398929600
2022-11-22,APLI,RG,193.00,194.00,193.00,196.00,186.00,337800,64366700
2022-11-22,APLN,RG,170.00,169.00,170.00,172.00,165.00,53879500,9076907200
2022-11-22,ARCI,RG,342.00,344.00,344.00,344.00,340.00,614800,210540800
2022-11-22,ARGO,RG,1000.00,1020.00,1005.00,1030.00,1005.00,700,712500
2022-11-22,ARII,RG,298.00,300.00,298.00,300.00,294.00,2688600,800144000
2022-11-22,ARKA,RG,50.00,50.00,50.00,50.00,50.00,33600,1680000
2022-11-22,ARKO,RG,635.00,655.00,635.00,660.00,630.00,15447200,10031090500
2022-11-22,ARNA,RG,995.00,995.00,995.00,995.00,985.00,623100,616179000
2022-11-22,ARTA,RG,2040.00,2050.00,2050.00,2050.00,2050.00,4000,8200000
2022-11-22,ARTO,RG,5700.00,5325.00,5575.00,5675.00,5325.00,12939300,70099955000
2022-11-22,ASBI,RG,480.00,520.00,484.00,525.00,484.00,51400,26430700
2022-11-22,ASDM,RG,950.00,945.00,950.00,950.00,940.00,4400,4157500
2022-11-22,ASGR,RG,940.00,940.00,935.00,940.00,920.00,786300,735721500
2022-11-22,ASHA,RG,139.00,141.00,141.00,144.00,139.00,13842000,1952187800
2022-11-22,ASII,RG,6325.00,6225.00,6325.00,6350.00,6225.00,33102700,207500715000
2022-11-22,ASJT,RG,135.00,135.00,135.00,135.00,134.00,59100,7968100
2022-11-22,ASLC,RG,142.00,138.00,142.00,143.00,136.00,21282300,2938146400
2022-11-22,ASMI,RG,128.00,120.00,120.00,128.00,120.00,4130000,499998300
2022-11-22,ASPI,RG,96.00,95.00,96.00,97.00,94.00,237800,22658600
2022-11-22,ASRI,RG,171.00,170.00,171.00,172.00,170.00,3184600,542612500
2022-11-22,ASRM,RG,1630.00,1630.00,0.00,0.00,0.00,0,0
2022-11-22,ASSA,RG,935.00,915.00,935.00,950.00,905.00,5155400,4743547000
2022-11-22,ATAP,RG,111.00,104.00,117.00,117.00,104.00,27232000,2921529200
2022-11-22,ATIC,RG,406.00,400.00,400.00,400.00,398.00,4300,1718000
2022-11-22,AUTO,RG,1535.00,1540.00,1540.00,1550.00,1520.00,2052200,3156714500
2022-11-22,AVIA,RG,760.00,790.00,760.00,800.00,760.00,22859200,17972076500
2022-11-22,AXIO,RG,232.00,228.00,232.00,238.00,228.00,11053600,2566112400
2022-11-22,AYLS,RG,69.00,68.00,68.00,70.00,68.00,1141800,78830800
2022-11-22,BABP,RG,124.00,124.00,125.00,127.00,123.00,35791200,4469297100
2022-11-22,BACA,RG,136.00,133.00,136.00,137.00,132.00,20797800,2789687200
2022-11-22,BAJA,RG,144.00,167.00,150.00,182.00,149.00,50385900,8582628000
2022-11-22,BALI,RG,815.00,800.00,800.00,815.00,795.00,12000,9690500
2022-11-22,BANK,RG,1450.00,1385.00,1425.00,1490.00,1375.00,25661500,37193048500
2022-11-22,BAPA,RG,127.00,126.00,128.00,129.00,126.00,7436000,942388200
2022-11-22,BAPI,RG,50.00,50.00,50.00,50.00,50.00,1600,80000
2022-11-22,BATA,RG,520.00,520.00,515.00,520.00,515.00,3300,1709500
2022-11-22,BAUT,RG,50.00,50.00,50.00,50.00,50.00,29800,1490000
2022-11-22,BAYU,RG,1150.00,1080.00,1110.00,1110.00,1080.00,3600,3940500
2022-11-22,BBCA,RG,8725.00,8900.00,8900.00,8950.00,8850.00,84684200,754436947500
2022-11-22,BBHI,RG,2380.00,2350.00,2380.00,2430.00,2330.00,2137100,5058827000
2022-11-22,BBKP,RG,132.00,132.00,133.00,135.00,131.00,70475900,9356539900
2022-11-22,BBLD,RG,600.00,620.00,625.00,625.00,575.00,6000,3686500
2022-11-22,BBMD,RG,2020.00,2000.00,2000.00,2000.00,2000.00,100,200000
2022-11-22,BBNI,RG,9175.00,9250.00,9225.00,9325.00,9175.00,12018300,111278082500
2022-11-22,BBRI,RG,4590.00,4590.00,4570.00,4670.00,4570.00,154866000,715638512000
2022-11-22,BBRM,RG,56.00,57.00,56.00,57.00,56.00,3523700,198653900
2022-11-22,BBSI,RG,4700.00,4670.00,4670.00,4670.00,4510.00,1000,4628000
2022-11-22,BBSS,RG,64.00,64.00,65.00,65.00,63.00,690800,44008000
2022-11-22,BBTN,RG,1510.00,1520.00,1510.00,1525.00,1510.00,4697700,7136187500
2022-11-22,BBYB,RG,875.00,870.00,880.00,890.00,850.00,46248800,40263135500
2022-11-22,BCAP,RG,103.00,102.00,104.00,104.00,102.00,29425300,3019409300
2022-11-22,BCIC,RG,137.00,137.00,140.00,140.00,136.00,227900,31378900
2022-11-22,BCIP,RG,58.00,59.00,58.00,60.00,58.00,1955000,114445900
2022-11-22,BDMN,RG,3050.00,3040.00,3080.00,3080.00,3020.00,2848700,8674331000
2022-11-22,BEBS,RG,3850.00,3870.00,3880.00,3880.00,3800.00,36829500,141460081000
2022-11-22,BEEF,RG,60.00,60.00,59.00,60.00,58.00,297300,17515600
2022-11-22,BEKS,RG,50.00,50.00,50.00,50.00,50.00,136400,6820000
2022-11-22,BELI,RG,486.00,480.00,490.00,490.00,476.00,253471100,122155834000
2022-11-22,BELL,RG,134.00,134.00,134.00,136.00,131.00,27698700,3680977300
2022-11-22,BESS,RG,197.00,197.00,196.00,198.00,194.00,243700,47796500
2022-11-22,BEST,RG,137.00,137.00,137.00,142.00,137.00,19311400,2694509300
2022-11-22,BFIN,RG,1125.00,1110.00,1130.00,1135.00,1105.00,3570300,3987777000
2022-11-22,BGTG,RG,100.00,99.00,100.00,101.00,99.00,11901100,1183905300
2022-11-22,BHAT,RG,850.00,850.00,850.00,865.00,835.00,149502700,127962105000
2022-11-22,BHIT,RG,61.00,61.00,61.00,62.00,60.00,62170300,3786160900
2022-11-22,BIKA,RG,118.00,119.00,127.00,127.00,113.00,57600,6795900
2022-11-22,BIKE,RG,230.00,232.00,230.00,232.00,228.00,1402700,322696600
2022-11-22,BIMA,RG,154.00,152.00,156.00,156.00,150.00,2182900,331800400
2022-11-22,BINA,RG,3900.00,3920.00,3900.00,3920.00,3870.00,103200,403039000
2022-11-22,BINO,RG,132.00,131.00,132.00,133.00,131.00,2786200,367058000
2022-11-22,BIPI,RG,160.00,178.00,161.00,180.00,161.00,1388067700,241183621400
2022-11-22,BIPP,RG,51.00,50.00,51.00,51.00,50.00,103900,5196100
2022-11-22,BIRD,RG,1575.00,1540.00,1575.00,1600.00,1520.00,2316300,3595623000
2022-11-22,BISI,RG,1565.00,1560.00,1565.00,1570.00,1555.00,39800,62189000
2022-11-22,BJBR,RG,1365.00,1365.00,1365.00,1370.00,1360.00,1842900,2511944500
2022-11-22,BJTM,RG,700.00,705.00,705.00,710.00,700.00,2177400,1535727000
2022-11-22,BKDP,RG,86.00,86.00,87.00,88.00,85.00,2049400,177163200
2022-11-22,BKSL,RG,50.00,50.00,50.00,51.00,50.00,39615800,1981431900
2022-11-22,BKSW,RG,135.00,126.00,137.00,137.00,126.00,41296000,5314776100
2022-11-22,BLTA,RG,50.00,50.00,50.00,50.00,50.00,300,15000
2022-11-22,BLTZ,RG,1850.00,1850.00,0.00,0.00,0.00,0,0
2022-11-22,BLUE,RG,288.00,294.00,288.00,296.00,288.00,316600,92280400
2022-11-22,BMAS,RG,1005.00,985.00,1050.00,1050.00,950.00,805600,798682000
2022-11-22,BMHS,RG,416.00,404.00,416.00,416.00,402.00,4853400,1985646400
2022-11-22,BMRI,RG,10100.00,10125.00,10050.00,10250.00,10050.00,39925300,406265095000
2022-11-22,BMSR,RG,850.00,900.00,1060.00,1060.00,850.00,9161900,8559964500
2022-11-22,BMTR,RG,302.00,300.00,302.00,304.00,300.00,21194600,6403068000
2022-11-22,BNBA,RG,1530.00,1530.00,1550.00,1565.00,1480.00,776100,1174906500
2022-11-22,BNBR,RG,66.00,63.00,66.00,67.00,63.00,295151500,18928144200
2022-11-22,BNGA,RG,1175.00,1170.00,1175.00,1185.00,1160.00,1572200,1837557000
2022-11-22,BNII,RG,244.00,246.00,244.00,248.00,242.00,269600,65937400
2022-11-22,BNLI,RG,1180.00,1180.00,1175.00,1190.00,1175.00,35400,41803000
2022-11-22,BOBA,RG,194.00,194.00,194.00,194.00,194.00,5900,1144600
2022-11-22,BOGA,RG,1280.00,1275.00,1280.00,1280.00,1265.00,101804100,129436236500
2022-11-22,BOLA,RG,324.00,302.00,328.00,328.00,302.00,3736300,1147391600
2022-11-22,BOLT,RG,770.00,770.00,0.00,0.00,0.00,0,0
2022-11-22,BOSS,RG,60.00,59.00,61.00,61.00,57.00,15310300,899199000
2022-11-22,BPFI,RG,735.00,725.00,750.00,750.00,685.00,1506700,1085892500
2022-11-22,BPII,RG,10800.00,10800.00,0.00,0.00,0.00,0,0
2022-11-22,BPTR,RG,218.00,222.00,216.00,224.00,214.00,1512900,328505400
2022-11-22,BRAM,RG,8100.00,8200.00,8250.00,8250.00,7800.00,1700,13562500
2022-11-22,BRIS,RG,1360.00,1360.00,1360.00,1365.00,1355.00,2451800,3333986500
2022-11-22,BRMS,RG,183.00,188.00,184.00,190.00,182.00,384996200,71684746500
2022-11-22,BRNA,RG,1100.00,1100.00,0.00,0.00,0.00,0,0
2022-11-22,BRPT,RG,825.00,820.00,830.00,840.00,820.00,86674300,71819386500
2022-11-22,BSBK,RG,234.00,218.00,236.00,266.00,218.00,1632734300,383377006000
2022-11-22,BSDE,RG,905.00,910.00,910.00,920.00,905.00,13500600,12305386500
2022-11-22,BSIM,RG,865.00,860.00,890.00,890.00,850.00,305800,261156000
2022-11-22,BSML,RG,498.00,498.00,480.00,505.00,470.00,365000,181346300
2022-11-22,BSSR,RG,4110.00,4290.00,4120.00,4290.00,4120.00,2617400,11090583000
2022-11-22,BTEK,RG,50.00,50.00,0.00,0.00,0.00,0,0
2022-11-22,BTON,RG,436.00,432.00,436.00,436.00,430.00,1300,560400
2022-11-22,BTPN,RG,2620.00,2610.00,2620.00,2620.00,2600.00,11100,28907000
2022-11-22,BTPS,RG,3060.00,3040.00,3070.00,3080.00,3030.00,11324900,34578260000
2022-11-22,BUAH,RG,775.00,825.00,780.00,895.00,755.00,2083700,1642650500
2022-11-22,BUDI,RG,216.00,214.00,218.00,220.00,212.00,315100,67598200
2022-11-22,BUKA,RG,300.00,304.00,300.00,306.00,292.00,302999700,90767220800
2022-11-22,BUKK,RG,1065.00,1065.00,1110.00,1110.00,1065.00,700,760000
2022-11-22,BULL,RG,156.00,156.00,156.00,157.00,155.00,256232700,39972631600
2022-11-22,BUMI,RG,186.00,188.00,188.00,191.00,184.00,2383466900,448651125400
2022-11-22,BVIC,RG,133.00,133.00,133.00,135.00,133.00,6188600,827692600
2022-11-22,BWPT,RG,68.00,69.00,68.00,70.00,68.00,7816700,537202400
2022-11-22,BYAN,RG,92000.00,92550.00,92000.00,97500.00,92000.00,62400,5866050000
2022-11-22,CAKK,RG,232.00,234.00,234.00,240.00,234.00,9260300,2181910000
