Date,Stock Code,Board,Previous Price,Last Price,Open Price,High Price,Low Price,Volume,Value
2026-01-26,AADI,RG,8450.00,8425.00,8450.00,8800.00,8225.00,31223200,264071502500
2026-01-26,AALI,RG,7675.00,7600.00,7700.00,7750.00,7550.00,1510200,11550500000
2026-01-26,ABBA,RG,51.00,53.00,51.00,53.00,51.00,2489700,128401500
2026-01-26,ABDA,RG,3520.00,3170.00,3380.00,3380.00,3170.00,300,972000
2026-01-26,ABMM,RG,2990.00,2980.00,3010.00,3010.00,2950.00,978500,2920482000
2026-01-26,ACES,RG,414.00,412.00,414.00,414.00,410.00,23140800,9523593600
2026-01-26,ACRO,RG,89.00,90.00,89.00,93.00,88.00,22452200,2022816700
2026-01-26,ACST,RG,147.00,144.00,147.00,150.00,141.00,12336800,1786956100
2026-01-26,ADCP,RG,59.00,59.00,59.00,60.00,59.00,13942200,827986600
2026-01-26,ADES,RG,15400.00,15250.00,15400.00,15400.00,15150.00,26600,404140000
2026-01-26,ADHI,RG,250.00,248.00,252.00,254.00,246.00,13554800,3377764000
2026-01-26,ADMF,RG,8675.00,8625.00,8675.00,8675.00,8575.00,161000,1387825000
2026-01-26,ADMG,RG,212.00,228.00,212.00,234.00,212.00,3433900,783358600
2026-01-26,ADMR,RG,2280.00,2280.00,2300.00,2320.00,2240.00,69107600,157629275000
2026-01-26,ADRO,RG,2400.00,2390.00,2420.00,2430.00,2360.00,154645200,371090880000
2026-01-26,AGAR,RG,262.00,260.00,268.00,314.00,252.00,1722300,485714400
2026-01-26,AGII,RG,1565.00,1640.00,1575.00,1650.00,1575.00,1658000,2691567000
2026-01-26,AGRO,RG,238.00,232.00,240.00,244.00,232.00,23028200,5451726800
2026-01-26,AGRS,RG,81.00,80.00,81.00,83.00,80.00,17948100,1452971200
2026-01-26,AHAP,RG,145.00,159.00,150.00,159.00,150.00,19855000,3088932900
2026-01-26,AIMS,RG,815.00,820.00,950.00,1015.00,775.00,14543500,13533073000
2026-01-26,AISA,RG,152.00,148.00,155.00,155.00,147.00,15736600,2353279900
2026-01-26,AKKU,RG,36.00,39.00,39.00,39.00,39.00,735600,28688400
2026-01-26,AKPI,RG,565.00,565.00,565.00,575.00,560.00,20100,11351500
2026-01-26,AKRA,RG,1305.00,1355.00,1305.00,1360.00,1300.00,55555100,74611025000
2026-01-26,AKSI,RG,436.00,410.00,444.00,448.00,404.00,343600,143283800
2026-01-26,ALDO,RG,575.00,590.00,580.00,595.00,575.00,116400,67464500
2026-01-26,ALKA,RG,505.00,630.00,520.00,630.00,515.00,3314200,2022701500
2026-01-26,ALMI,RG,74.00,74.00,0.00,0.00,0.00,0,0
2026-01-26,ALTO,RG,18.00,18.00,0.00,0.00,0.00,0,0
2026-01-26,AMAG,RG,410.00,462.00,414.00,510.00,414.00,2823700,1261813100
2026-01-26,AMAN,RG,320.00,272.00,322.00,326.00,272.00,19030100,5544185000
2026-01-26,AMAR,RG,226.00,222.00,224.00,226.00,220.00,1232200,272226000
2026-01-26,AMFG,RG,3690.00,3710.00,3690.00,3790.00,3680.00,141700,530232000
2026-01-26,AMIN,RG,284.00,282.00,284.00,284.00,272.00,588500,164097600
2026-01-26,AMMN,RG,7200.00,7850.00,7250.00,8000.00,7250.00,58402900,451313785000
2026-01-26,AMMS,RG,505.00,510.00,520.00,530.00,490.00,1441100,723854200
2026-01-26,AMOR,RG,384.00,384.00,386.00,390.00,378.00,3515100,1349684600
2026-01-26,AMRT,RG,1935.00,1925.00,1935.00,1940.00,1910.00,29407200,56533058000
2026-01-26,ANDI,RG,31.00,30.00,31.00,32.00,30.00,22258600,689179100
2026-01-26,ANJT,RG,1765.00,1775.00,1795.00,1795.00,1755.00,152900,270694000
2026-01-26,ANTM,RG,4290.00,4760.00,4400.00,4970.00,4400.00,491662800,2335308778000
2026-01-26,APEX,RG,224.00,238.00,226.00,244.00,224.00,44635500,10550697000
2026-01-26,APIC,RG,1570.00,1420.00,1590.00,1600.00,1410.00,181900,268167500
2026-01-26,APII,RG,208.00,202.00,210.00,210.00,200.00,150400,30403800
2026-01-26,APLI,RG,372.00,376.00,376.00,380.00,368.00,22700,8454000
2026-01-26,APLN,RG,165.00,166.00,165.00,172.00,162.00,97996400,16371596600
2026-01-26,ARCI,RG,1935.00,2030.00,2010.00,2090.00,1980.00,312353200,637450466500
2026-01-26,AREA,RG,500.00,496.00,505.00,505.00,496.00,1428500,712273900
2026-01-26,ARGO,RG,1260.00,1280.00,1150.00,1440.00,1150.00,698800,901698000
2026-01-26,ARII,RG,316.00,320.00,324.00,334.00,312.00,638700,205057200
2026-01-26,ARKA,RG,38.00,40.00,38.00,41.00,38.00,4671600,184771800
2026-01-26,ARKO,RG,11825.00,10650.00,13000.00,13000.00,10650.00,7322500,89731570000
2026-01-26,ARMY,RG,50.00,50.00,0.00,0.00,0.00,0,0
2026-01-26,ARNA,RG,535.00,535.00,535.00,540.00,530.00,3995400,2142796500
2026-01-26,ARTA,RG,2800.00,2990.00,2800.00,2990.00,2770.00,1000,2863000
2026-01-26,ARTI,RG,2.00,2.00,0.00,0.00,0.00,0,0
2026-01-26,ARTO,RG,1910.00,1870.00,1910.00,1925.00,1870.00,5832900,11026018500
2026-01-26,ASBI,RG,428.00,436.00,428.00,438.00,424.00,30900,13340000
2026-01-26,ASDM,RG,690.00,645.00,690.00,695.00,645.00,263000,173084000
2026-01-26,ASGR,RG,1655.00,1610.00,1650.00,1660.00,1575.00,3322400,5361784500
2026-01-26,ASHA,RG,83.00,79.00,85.00,87.00,79.00,150819300,12441049400
2026-01-26,ASII,RG,6825.00,6875.00,6850.00,6875.00,6700.00,55468700,376387197500
2026-01-26,ASJT,RG,190.00,186.00,191.00,197.00,186.00,918500,175986900
2026-01-26,ASLC,RG,91.00,89.00,91.00,92.00,89.00,35256900,3172367800
2026-01-26,ASLI,RG,585.00,550.00,605.00,625.00,535.00,18504400,10821392500
2026-01-26,ASMI,RG,34.00,36.00,34.00,36.00,34.00,4499400,159230500
2026-01-26,ASPI,RG,565.00,505.00,565.00,565.00,500.00,1188600,631839500
2026-01-26,ASPR,RG,132.00,134.00,132.00,138.00,131.00,5221600,700051700
2026-01-26,ASRI,RG,176.00,173.00,176.00,177.00,172.00,28726600,4998382600
2026-01-26,ASRM,RG,322.00,322.00,318.00,324.00,316.00,101700,32461200
2026-01-26,ASSA,RG,1210.00,1235.00,1225.00,1240.00,1205.00,15368100,18738479000
2026-01-26,ATAP,RG,835.00,915.00,915.00,915.00,915.00,4728300,4326394500
2026-01-26,ATIC,RG,675.00,685.00,690.00,700.00,670.00,201300,137486500
